id,gid,x,y,v_x,v_y,radius,time
5,5,-4.315255,-4.316833,0.945633,0.999794,0.500000,1.400000
6,6,-0.094469,-6.146681,-0.538559,1.045145,0.500000,1.400000
7,7,4.494691,-4.489727,-0.738609,0.800714,0.500000,1.400000
0,0,6.024568,0.007091,-1.376074,0.019227,0.500000,1.500000
1,1,4.438250,4.470200,-0.826837,-0.715138,0.500000,1.500000
2,2,-0.022202,5.985796,-0.075475,-1.324543,0.500000,1.500000
3,3,-4.332956,4.370776,0.671395,-0.563012,0.500000,1.500000
4,4,-6.252538,-0.008958,1.200247,-0.180419,0.500000,1.500000
5,5,-4.215019,-4.219378,1.002360,0.974547,0.500000,1.500000
6,6,-0.137584,-6.031744,-0.431153,1.149371,0.500000,1.500000
7,7,4.421715,-4.419712,-0.729757,0.700151,0.500000,1.500000
0,0,5.885530,0.008074,-1.390378,0.009828,0.500000,1.600000
1,1,4.362015,4.389979,-0.762357,-0.802212,0.500000,1.600000
2,2,-0.024864,5.853044,-0.026621,-1.327520,0.500000,1.600000
3,3,-4.252678,4.315084,0.802776,-0.556920,0.500000,1.600000
4,4,-6.132376,-0.022405,1.201617,-0.134465,0.500000,1.600000
5,5,-4.119181,-4.115879,0.958376,1.034997,0.500000,1.600000
6,6,-0.141736,-5.914620,-0.041513,1.171240,0.500000,1.600000
7,7,4.361319,-4.343787,-0.603960,0.759251,0.500000,1.600000
0,0,5.746102,0.009720,-1.394278,0.016465,0.500000,1.700000
1,1,4.277181,4.312797,-0.848333,-0.771814,0.500000,1.700000
2,2,-0.022663,5.716826,0.022012,-1.362178,0.500000,1.700000
3,3,-4.171200,4.262589,0.814782,-0.524953,0.500000,1.700000
4,4,-6.019324,-0.039327,1.130522,-0.169221,0.500000,1.700000
5,5,-4.014087,-4.023326,1.050940,0.925528,0.500000,1.700000
6,6,-0.150302,-5.798371,-0.085667,1.162498,0.500000,1.700000
7,7,4.289986,-4.283165,-0.713323,0.606221,0.500000,1.700000
0,0,5.613696,0.016775,-1.324058,0.070547,0.500000,1.800000
1,1,4.188807,4.246434,-0.883747,-0.663632,0.500000,1.800000
2,2,-0.020421,5.577221,0.022422,-1.396047,0.500000,1.800000
3,3,-4.087232,4.206148,0.839683,-0.564414,0.500000,1.800000
4,4,-5.910259,-0.061964,1.090644,-0.226367,0.500000,1.800000
5,5,-3.923735,-3.917704,0.903523,1.056219,0.500000,1.800000
6,6,-0.173633,-5.692479,-0.233307,1.058910,0.500000,1.800000
7,7,4.223595,-4.226602,-0.663918,0.565630,0.500000,1.800000
0,0,5.476653,0.025948,-1.370429,0.091730,0.500000,1.900000
1,1,4.116717,4.189766,-0.720895,-0.566685,0.500000,1.900000
2,2,-0.025681,5.447469,-0.052606,-1.297522,0.500000,1.900000
3,3,-4.000119,4.152817,0.871129,-0.533303,0.500000,1.900000
4,4,-5.798526,-0.080097,1.117337,-0.181330,0.500000,1.900000
5,5,-3.834568,-3.820051,0.891672,0.976535,0.500000,1.900000
6,6,-0.181456,-5.580906,-0.078234,1.115733,0.500000,1.900000
7,7,4.147117,-4.153071,-0.764773,0.735309,0.500000,1.900000
0,0,5.351083,0.044630,-1.255706,0.186825,0.500000,2.000000
1,1,4.033684,4.131969,-0.830333,-0.577967,0.500000,2.000000
2,2,-0.039696,5.311857,-0.140143,-1.356122,0.500000,2.000000
3,3,-3.922418,4.088010,0.777006,-0.648073,0.500000,2.000000
4,4,-5.691632,-0.109367,1.068939,-0.292707,0.500000,2.000000
5,5,-3.745110,-3.714297,0.894581,1.057540,0.500000,2.000000
6,6,-0.197597,-5.463573,-0.161410,1.173332,0.500000,2.000000
7,7,4.070265,-4.078392,-0.768522,0.746789,0.500000,2.000000
0,0,5.211663,0.049537,-1.394198,0.049062,0.500000,2.100000
1,1,3.955108,4.080272,-0.785757,-0.516965,0.500000,2.100000
2,2,-0.054353,5.188341,-0.146571,-1.235160,0.500000,2.100000
3,3,-3.843716,4.021289,0.787025,-0.667212,0.500000,2.100000
4,4,-5.573087,-0.124817,1.185445,-0.154496,0.500000,2.100000
5,5,-3.661547,-3.605008,0.835630,1.092889,0.500000,2.100000
6,6,-0.235174,-5.332044,-0.375763,1.315290,0.500000,2.100000
7,7,3.986703,-4.005557,-0.835626,0.728343,0.500000,2.100000
0,0,5.075217,0.042170,-1.364465,-0.073667,0.500000,2.200000
1,1,3.880736,3.999242,-0.743726,-0.810299,0.500000,2.200000
2,2,-0.068880,5.063193,-0.145274,-1.251480,0.500000,2.200000
3,3,-3.761843,3.974994,0.818725,-0.462949,0.500000,2.200000
4,4,-5.460058,-0.150850,1.130290,-0.260332,0.500000,2.200000
5,5,-3.585288,-3.493456,0.762585,1.115520,0.500000,2.200000
6,6,-0.266260,-5.208570,-0.310867,1.234736,0.500000,2.200000
7,7,3.911396,-3.930531,-0.753068,0.750268,0.500000,2.200000
0,0,4.947663,0.044448,-1.275532,0.022780,0.500000,2.300000
1,1,3.807299,3.919943,-0.734366,-0.792997,0.500000,2.300000
2,2,-0.065272,4.928021,0.036076,-1.351715,0.500000,2.300000
3,3,-3.675621,3.919063,0.862225,-0.559314,0.500000,2.300000
4,4,-5.363741,-0.177008,0.963169,-0.261577,0.500000,2.300000
5,5,-3.500135,-3.398862,0.851527,0.945935,0.500000,2.300000
6,6,-0.297784,-5.095992,-0.315240,1.125783,0.500000,2.300000
7,7,3.837499,-3.853102,-0.738970,0.774284,0.500000,2.300000
0,0,4.820368,0.036132,-1.272950,-0.083161,0.500000,2.400000
1,1,3.740477,3.845701,-0.668221,-0.742421,0.500000,2.400000
2,2,-0.057356,4.787407,0.079166,-1.406142,0.500000,2.400000
3,3,-3.571477,3.857417,1.041439,-0.616460,0.500000,2.400000
4,4,-5.258143,-0.205925,1.055983,-0.289168,0.500000,2.400000
5,5,-3.427156,-3.297844,0.729796,1.010177,0.500000,2.400000
6,6,-0.327525,-4.984567,-0.297406,1.114253,0.500000,2.400000
7,7,3.762568,-3.803856,-0.749308,0.492461,0.500000,2.400000
0,0,4.687635,0.037860,-1.327334,0.017287,0.500000,2.500000
1,1,3.667543,3.756473,-0.729340,-0.892278,0.500000,2.500000
2,2,-0.046334,4.649135,0.110221,-1.382717,0.500000,2.500000
3,3,-3.466652,3.796537,1.048250,-0.608793,0.500000,2.500000
4,4,-5.152132,-0.234020,1.060107,-0.280952,0.500000,2.500000
5,5,-3.345116,-3.198707,0.820402,0.991376,0.500000,2.500000
6,6,-0.360765,-4.877393,-0.332399,1.071740,0.500000,2.500000
7,7,3.681657,-3.731758,-0.809112,0.720982,0.500000,2.500000
0,0,4.574751,0.030785,-1.128839,-0.070759,0.500000,2.600000
1,1,3.608124,3.673617,-0.594194,-0.828561,0.500000,2.600000
2,2,-0.047058,4.507900,-0.007238,-1.412351,0.500000,2.600000
3,3,-3.369107,3.717231,0.975450,-0.793061,0.500000,2.600000
4,4,-5.048233,-0.260793,1.038995,-0.267735,0.500000,2.600000
5,5,-3.267660,-3.093963,0.774557,1.047437,0.500000,2.600000
6,6,-0.403040,-4.761857,-0.422747,1.155359,0.500000,2.600000
7,7,3.610952,-3.661861,-0.707049,0.698973,0.500000,2.600000
0,0,4.436946,0.023120,-1.378053,-0.076642,0.500000,2.700000
1,1,3.540933,3.598524,-0.671907,-0.750931,0.500000,2.700000
2,2,-0.034288,4.377295,0.127699,-1.306054,0.500000,2.700000
3,3,-3.270677,3.635748,0.984294,-0.814835,0.500000,2.700000
4,4,-4.947070,-0.284000,1.011628,-0.232069,0.500000,2.700000
5,5,-3.169148,-2.999589,0.985124,0.943738,0.500000,2.700000
6,6,-0.440049,-4.635497,-0.370092,1.263593,0.500000,2.700000
7,7,3.552027,-3.602768,-0.589248,0.590927,0.500000,2.700000
0,0,4.313638,0.024026,-1.233083,0.009056,0.500000,2.800000
1,1,3.472987,3.531697,-0.679462,-0.668267,0.500000,2.800000
2,2,-0.028394,4.243201,0.058936,-1.340940,0.500000,2.800000
3,3,-3.176543,3.563093,0.941340,-0.726552,0.500000,2.800000
4,4,-4.835559,-0.285400,1.115112,-0.013992,0.500000,2.800000
5,5,-3.069758,-2.900300,0.993891,0.992895,0.500000,2.800000
6,6,-0.457951,-4.518175,-0.179022,1.173229,0.500000,2.800000
7,7,3.479011,-3.527592,-0.730164,0.751755,0.500000,2.800000
0,0,4.193937,0.027497,-1.197008,0.034707,0.500000,2.900000
1,1,3.403327,3.464718,-0.696599,-0.669785,0.500000,2.900000
2,2,-0.031270,4.111817,-0.028756,-1.313841,0.500000,2.900000
3,3,-3.064597,3.503814,1.119466,-0.592788,0.500000,2.900000
4,4,-4.731561,-0.297418,1.039977,-0.120180,0.500000,2.900000
5,5,-2.996667,-2.806018,0.730914,0.942822,0.500000,2.900000
6,6,-0.480489,-4.412491,-0.225377,1.056835,0.500000,2.900000
7,7,3.396245,-3.463881,-0.827655,0.637115,0.500000,2.900000
0,0,4.072866,0.038814,-1.210713,0.113173,0.500000,3.000000
1,1,3.342530,3.406352,-0.607967,-0.583669,0.500000,3.000000
2,2,-0.009318,3.975678,0.219515,-1.361388,0.500000,3.000000
3,3,-2.958788,3.447163,1.058083,-0.566509,0.500000,3.000000
4,4,-4.632125,-0.303492,0.994368,-0.060741,0.500000,3.000000
5,5,-2.920170,-2.713997,0.764973,0.920210,0.500000,3.000000
6,6,-0.509284,-4.312053,-0.287949,1.004383,0.500000,3.000000
7,7,3.313693,-3.397650,-0.825516,0.662306,0.500000,3.000000
0,0,3.940053,0.029239,-1.328129,-0.095745,0.500000,3.100000
1,1,3.270599,3.349343,-0.719311,-0.570083,0.500000,3.100000
2,2,0.004868,3.847306,0.141858,-1.283719,0.500000,3.100000
3,3,-2.858300,3.366571,1.004888,-0.805923,0.500000,3.100000
4,4,-4.526866,-0.325224,1.052581,-0.217321,0.500000,3.100000
5,5,-2.843607,-2.631511,0.765630,0.824853,0.500000,3.100000
6,6,-0.530883,-4.207585,-0.215992,1.044676,0.500000,3.100000
7,7,3.229990,-3.336821,-0.837038,0.608298,0.500000,3.100000
0,0,3.807585,0.026756,-1.324674,-0.024836,0.500000,3.200000
1,1,3.191963,3.281249,-0.786363,-0.680947,0.500000,3.200000
2,2,0.016051,3.707265,0.111833,-1.400408,0.500000,3.200000
3,3,-2.762756,3.288826,0.955438,-0.777447,0.500000,3.200000
4,4,-4.429763,-0.332523,0.971036,-0.072994,0.500000,3.200000
5,5,-2.765388,-2.544618,0.782190,0.868936,0.500000,3.200000
6,6,-0.553505,-4.104541,-0.226226,1.030439,0.500000,3.200000
7,7,3.152073,-3.281729,-0.779165,0.550912,0.500000,3.200000
0,0,3.676207,0.034003,-1.313780,0.072469,0.500000,3.300000
1,1,3.114362,3.203578,-0.776012,-0.776702,0.500000,3.300000
2,2,0.023550,3.575654,0.074988,-1.316110,0.500000,3.300000
3,3,-2.668953,3.195459,0.938032,-0.933671,0.500000,3.300000
4,4,-4.334230,-0.313812,0.955329,0.187111,0.500000,3.300000
5,5,-2.684167,-2.454263,0.812208,0.903543,0.500000,3.300000
6,6,-0.580151,-3.993224,-0.266456,1.113174,0.500000,3.300000
7,7,3.076839,-3.221397,-0.752344,0.603328,0.500000,3.300000
0,0,3.548523,0.044551,-1.276846,0.105487,0.500000,3.400000
1,1,3.037681,3.126770,-0.766808,-0.768085,0.500000,3.400000
2,2,0.040403,3.434580,0.168532,-1.410739,0.500000,3.400000
3,3,-2.582952,3.132701,0.860004,-0.627581,0.500000,3.400000
4,4,-4.242921,-0.284140,0.913089,0.296723,0.500000,3.400000
5,5,-2.607260,-2.354838,0.769067,0.994253,0.500000,3.400000
6,6,-0.606302,-3.880961,-0.261513,1.122624,0.500000,3.400000
7,7,3.005044,-3.154126,-0.717946,0.672704,0.500000,3.400000
0,0,3.416117,0.046284,-1.324053,0.017324,0.500000,3.500000
1,1,2.951735,3.059876,-0.859456,-0.668939,0.500000,3.500000
2,2,0.000969,3.301460,-0.394342,-1.331204,0.500000,3.500000
3,3,-2.497931,3.052222,0.850212,-0.804785,0.500000,3.500000
4,4,-4.160061,-0.261507,0.828599,0.226323,0.500000,3.500000
5,5,-2.523646,-2.260976,0.836144,0.938619,0.500000,3.500000
6,6,-0.610261,-3.775225,-0.039583,1.057363,0.500000,3.500000
7,7,2.925267,-3.071932,-0.797774,0.821946,0.500000,3.500000
0,0,3.281448,0.056726,-1.346696,0.104423,0.500000,3.600000
1,1,2.872519,2.981237,-0.792162,-0.786389,0.500000,3.600000
2,2,-0.011231,3.164401,-0.121994,-1.370591,0.500000,3.600000
3,3,-2.424747,2.995910,0.731842,-0.563123,0.500000,3.600000
4,4,-4.100360,-0.256975,0.597011,0.045320,0.500000,3.600000
5,5,-2.440845,-2.168900,0.828007,0.920763,0.500000,3.600000
6,6,-0.608762,-3.708084,0.014984,0.671408,0.500000,3.600000
7,7,2.839529,-3.011083,-0.857375,0.608491,0.500000,3.600000
0,0,3.141603,0.062195,-1.398444,0.054691,0.500000,3.700000
1,1,2.791190,2.908588,-0.813285,-0.726494,0.500000,3.700000
2,2,-0.016908,3.024508,-0.056773,-1.398928,0.500000,3.700000
3,3,-2.345005,2.934359,0.797422,-0.615508,0.500000,3.700000
4,4,-4.055130,-0.257809,0.452297,-0.008337,0.500000,3.700000
5,5,-2.344882,-2.068668,0.959628,1.002325,0.500000,3.700000
6,6,-0.610520,-3.665905,-0.017582,0.421788,0.500000,3.700000
7,7,2.753595,-2.917433,-0.859345,0.936495,0.500000,3.700000
0,0,3.006182,0.054126,-1.354216,-0.080687,0.500000,3.800000
1,1,2.709084,2.834157,-0.821062,-0.744311,0.500000,3.800000
2,2,-0.026853,2.891134,-0.099449,-1.333742,0.500000,3.800000
3,3,-2.260030,2.865921,0.849752,-0.684380,0.500000,3.800000
4,4,-3.989358,-0.253208,0.657724,0.046014,0.500000,3.800000
5,5,-2.254782,-1.966580,0.900999,1.020879,0.500000,3.800000
6,6,-0.598232,-3.609937,0.122885,0.559686,0.500000,3.800000
7,7,2.669279,-2.836729,-0.843157,0.807044,0.500000,3.800000
0,0,2.868688,0.046752,-1.374941,-0.073744,0.500000,3.900000
1,1,2.636922,2.731576,-0.721619,-1.025803,0.500000,3.900000
2,2,-0.031154,2.764211,-0.043009,-1.269224,0.500000,3.900000
3,3,-2.163194,2.791033,0.968354,-0.748884,0.500000,3.900000
4,4,-3.904243,-0.243823,0.851149,0.093842,0.500000,3.900000
5,5,-2.132147,-1.905435,1.226356,0.611443,0.500000,3.900000
6,6,-0.609729,-3.480668,-0.114971,1.292687,0.500000,3.900000
7,7,2.582610,-2.751829,-0.866694,0.848995,0.500000,3.900000
0,0,2.733740,0.032092,-1.349476,-0.146597,0.500000,4.000000
1,1,2.573126,2.622699,-0.637965,-1.088776,0.500000,4.000000
2,2,-0.021213,2.629123,0.099407,-1.350886,0.500000,4.000000
3,3,-2.082385,2.730051,0.808089,-0.609811,0.500000,4.000000
4,4,-3.831059,-0.250200,0.731837,-0.063767,0.500000,4.000000
5,5,-2.078957,-1.788453,0.531898,1.169825,0.500000,4.000000
6,6,-0.628429,-3.412441,-0.187001,0.682274,0.500000,4.000000
7,7,2.506565,-2.699527,-0.760443,0.523021,0.500000,4.000000
0,0,2.604857,0.030112,-1.288831,-0.019807,0.500000,4.100000
1,1,2.499916,2.522753,-0.732094,-0.999464,0.500000,4.100000
2,2,-0.025340,2.503529,-0.041265,-1.255937,0.500000,4.100000
3,3,-1.974686,2.673371,1.076992,-0.566800,0.500000,4.100000
4,4,-3.742832,-0.245608,0.882276,0.045922,0.500000,4.100000
5,5,-2.042241,-1.687427,0.367161,1.010258,0.500000,4.100000
6,6,-0.631908,-3.376213,-0.034791,0.362277,0.500000,4.100000
7,7,2.437476,-2.619991,-0.690895,0.795361,0.500000,4.100000
0,0,2.470799,0.027498,-1.340582,-0.026142,0.500000,4.200000
1,1,2.436845,2.422266,-0.630718,-1.004866,0.500000,4.200000
2,2,-0.033093,2.380310,-0.077532,-1.232195,0.500000,4.200000
3,3,-1.865457,2.613967,1.092290,-0.594049,0.500000,4.200000
4,4,-3.661708,-0.249893,0.811243,-0.042856,0.500000,4.200000
5,5,-1.990351,-1.574027,0.518900,1.133998,0.500000,4.200000
6,6,-0.630038,-3.331347,0.018702,0.448660,0.500000,4.200000
7,7,2.362647,-2.533893,-0.748284,0.860976,0.500000,4.200000
0,0,2.338849,0.022188,-1.319495,-0.053095,0.500000,4.300000
1,1,2.409617,2.318737,-0.272272,-1.035289,0.500000,4.300000
2,2,-0.028769,2.256942,0.043235,-1.233677,0.500000,4.300000
3,3,-1.757137,2.551395,1.083197,-0.625716,0.500000,4.300000
4,4,-3.570431,-0.250448,0.912769,-0.005550,0.500000,4.300000
5,5,-1.945759,-1.456758,0.445923,1.172694,0.500000,4.300000
6,6,-0.650805,-3.272874,-0.207665,0.584726,0.500000,4.300000
7,7,2.268162,-2.481923,-0.944858,0.519707,0.500000,4.300000
0,0,2.212041,0.015920,-1.268079,-0.062684,0.500000,4.400000
1,1,2.355364,2.222367,-0.542536,-0.963697,0.500000,4.400000
2,2,-0.030172,2.123754,-0.014031,-1.331877,0.500000,4.400000
3,3,-1.641689,2.494648,1.154488,-0.567471,0.500000,4.400000
4,4,-3.475741,-0.248698,0.946896,0.017505,0.500000,4.400000
5,5,-1.896926,-1.343942,0.488323,1.128156,0.500000,4.400000
6,6,-0.667826,-3.239789,-0.170218,0.330854,0.500000,4.400000
7,7,2.190916,-2.389612,-0.772456,0.923103,0.500000,4.400000
0,0,2.095949,0.011882,-1.160919,-0.040375,0.500000,4.500000
1,1,2.333882,2.132565,-0.214815,-0.898023,0.500000,4.500000
2,2,-0.049564,1.993002,-0.193913,-1.307519,0.500000,4.500000
3,3,-1.535134,2.431298,1.065547,-0.633495,0.500000,4.500000
4,4,-3.388581,-0.258667,0.871600,-0.099693,0.500000,4.500000
5,5,-1.841155,-1.229194,0.557712,1.147487,0.500000,4.500000
6,6,-0.677345,-3.193289,-0.095190,0.465003,0.500000,4.500000
7,7,2.102302,-2.325327,-0.886145,0.642859,0.500000,4.500000
0,0,2.003556,0.023670,-0.923934,0.117877,0.500000,4.600000
1,1,2.301554,2.039174,-0.323286,-0.933912,0.500000,4.600000
2,2,-0.051655,1.855434,-0.020913,-1.375686,0.500000,4.600000
3,3,-1.428509,2.373382,1.066251,-0.579160,0.500000,4.600000
4,4,-3.304185,-0.265500,0.843964,-0.068326,0.500000,4.600000
5,5,-1.809779,-1.110492,0.313759,1.187014,0.500000,4.600000
6,6,-0.682234,-3.149912,-0.048888,0.433764,0.500000,4.600000
7,7,2.029260,-2.248191,-0.730413,0.771360,0.500000,4.600000
0,0,1.927732,0.036198,-0.758243,0.125283,0.500000,4.700000
1,1,2.268582,1.939363,-0.329714,-0.998109,0.500000,4.700000
2,2,-0.066840,1.733894,-0.151850,-1.215394,0.500000,4.700000
3,3,-1.323136,2.319909,1.053729,-0.534738,0.500000,4.700000
4,4,-3.217851,-0.273947,0.863334,-0.084473,0.500000,4.700000
5,5,-1.762938,-0.999684,0.468412,1.108084,0.500000,4.700000
6,6,-0.690988,-3.104523,-0.087536,0.453896,0.500000,4.700000
7,7,1.953095,-2.172301,-0.761653,0.758895,0.500000,4.700000
0,0,1.848819,0.047402,-0.789130,0.112039,0.500000,4.800000
1,1,2.231954,1.853301,-0.366287,-0.860617,0.500000,4.800000
2,2,-0.081651,1.591850,-0.148104,-1.420443,0.500000,4.800000
3,3,-1.212775,2.267361,1.103606,-0.525472,0.500000,4.800000
4,4,-3.129243,-0.268849,0.886083,0.050984,0.500000,4.800000
5,5,-1.726203,-0.897977,0.367353,1.017068,0.500000,4.800000
6,6,-0.743751,-3.031264,-0.527627,0.732583,0.500000,4.800000
7,7,1.877432,-2.097312,-0.756634,0.749890,0.500000,4.800000
0,0,1.767494,0.059669,-0.813246,0.122667,0.500000,4.900000
1,1,2.194592,1.770108,-0.373615,-0.831937,0.500000,4.900000
2,2,-0.095649,1.461059,-0.139981,-1.307912,0.500000,4.900000
